"Step","fast-microwave-1 - loss/average","fast-microwave-1 - loss/average__MIN","fast-microwave-1 - loss/average__MAX"
"1","0.034868769347667694","0.034868769347667694","0.034868769347667694"
"2","0.05585002526640892","0.05585002526640892","0.05585002526640892"
"3","0.04664029739797115","0.04664029739797115","0.04664029739797115"
"4","0.0750688542611897","0.0750688542611897","0.0750688542611897"
"5","0.06710091643035412","0.06710091643035412","0.06710091643035412"
"6","0.06441105746974547","0.06441105746974547","0.06441105746974547"
"7","0.06559415135000433","0.06559415135000433","0.06559415135000433"
"8","0.06144439219497144","0.06144439219497144","0.06144439219497144"
"9","0.09291645367112425","0.09291645367112425","0.09291645367112425"
"10","0.08618862722069025","0.08618862722069025","0.08618862722069025"
"11","0.08488128757612272","0.08488128757612272","0.08488128757612272"
"12","0.08954622053230803","0.08954622053230803","0.08954622053230803"
"13","0.0876586209409512","0.0876586209409512","0.0876586209409512"
"14","0.08837060856499843","0.08837060856499843","0.08837060856499843"
"15","0.09266642046471436","0.09266642046471436","0.09266642046471436"
"16","0.09814318281132728","0.09814318281132728","0.09814318281132728"
"17","0.09541391636080601","0.09541391636080601","0.09541391636080601"
"18","0.09223672550999457","0.09223672550999457","0.09223672550999457"
"19","0.09371330442005082","0.09371330442005082","0.09371330442005082"
"20","0.09212782019749284","0.09212782019749284","0.09212782019749284"
"21","0.08972060795696009","0.08972060795696009","0.08972060795696009"
"22","0.08910251247950575","0.08910251247950575","0.08910251247950575"
"23","0.08860642276704311","0.08860642276704311","0.08860642276704311"
"24","0.09078525790634255","0.09078525790634255","0.09078525790634255"
"25","0.09334118880331516","0.09334118880331516","0.09334118880331516"
"26","0.0937799270479725","0.0937799270479725","0.0937799270479725"
"27","0.09559175737754062","0.09559175737754062","0.09559175737754062"
"28","0.09500130245994244","0.09500130245994244","0.09500130245994244"
"29","0.0928587533918948","0.0928587533918948","0.0928587533918948"
"30","0.10154628064483404","0.10154628064483404","0.10154628064483404"
"31","0.10818536153003093","0.10818536153003093","0.10818536153003093"
"32","0.10814890899928287","0.10814890899928287","0.10814890899928287"
"33","0.1056766217630921","0.1056766217630921","0.1056766217630921"
"34","0.10592074462157838","0.10592074462157838","0.10592074462157838"
"35","0.10723416666899409","0.10723416666899409","0.10723416666899409"
"36","0.10886586654103464","0.10886586654103464","0.10886586654103464"
"37","0.10627962502877454","0.10627962502877454","0.10627962502877454"
"38","0.10526874813398249","0.10526874813398249","0.10526874813398249"
"39","0.10366643358690616","0.10366643358690616","0.10366643358690616"
"40","0.10301315695978701","0.10301315695978701","0.10301315695978701"
"41","0.10316306884150679","0.10316306884150679","0.10316306884150679"
"42","0.10518506688198873","0.10518506688198873","0.10518506688198873"
"43","0.10519487900269586","0.10519487900269586","0.10519487900269586"
"44","0.1035998915322125","0.1035998915322125","0.1035998915322125"
"45","0.10244601132969061","0.10244601132969061","0.10244601132969061"
"46","0.1016306818422416","0.1016306818422416","0.1016306818422416"
"47","0.10132002858246894","0.10132002858246894","0.10132002858246894"
"48","0.10022308595944196","0.10022308595944196","0.10022308595944196"
"49","0.10108258206473321","0.10108258206473321","0.10108258206473321"
"50","0.10013297747820615","0.10013297747820615","0.10013297747820615"
"51","0.098314406468953","0.098314406468953","0.098314406468953"
"52","0.0985648700197299","0.0985648700197299","0.0985648700197299"
"53","0.09908075315245199","0.09908075315245199","0.09908075315245199"
"54","0.09770136886207317","0.09770136886207317","0.09770136886207317"
"55","0.09643227750096808","0.09643227750096808","0.09643227750096808"
"56","0.09680297938341807","0.09680297938341807","0.09680297938341807"
"57","0.09543499446130897","0.09543499446130897","0.09543499446130897"
"58","0.09688064036088","0.09688064036088","0.09688064036088"
"59","0.09575173316397152","0.09575173316397152","0.09575173316397152"
"60","0.09660421020817012","0.09660421020817012","0.09660421020817012"
"61","0.09615898468974428","0.09615898468974428","0.09615898468974428"
"62","0.09791983586675938","0.09791983586675938","0.09791983586675938"
"63","0.10214595917227959","0.10214595917227959","0.10214595917227959"
"64","0.10062112574087223","0.10062112574087223","0.10062112574087223"
"65","0.10122135128969183","0.10122135128969183","0.10122135128969183"
"66","0.1005636143399346","0.1005636143399346","0.1005636143399346"
"67","0.09999357277193843","0.09999357277193843","0.09999357277193843"
"68","0.09892957736327149","0.09892957736327149","0.09892957736327149"
"69","0.09840162672723334","0.09840162672723334","0.09840162672723334"
"70","0.09902307127070215","0.09902307127070215","0.09902307127070215"
"71","0.10117142922310553","0.10117142922310553","0.10117142922310553"
"72","0.10116737938046248","0.10116737938046248","0.10116737938046248"
"73","0.10074274774564251","0.10074274774564251","0.10074274774564251"
"74","0.0995875581960521","0.0995875581960521","0.0995875581960521"
"75","0.1008072540226082","0.1008072540226082","0.1008072540226082"
"76","0.09965670116760425","0.09965670116760425","0.09965670116760425"
"77","0.09881077109920708","0.09881077109920708","0.09881077109920708"
"78","0.0981447445288396","0.0981447445288396","0.0981447445288396"
"79","0.09808930960377749","0.09808930960377749","0.09808930960377749"
"80","0.09801907332730479","0.09801907332730479","0.09801907332730479"
"81","0.09691953341143182","0.09691953341143182","0.09691953341143182"
"82","0.0967395810308162","0.0967395810308162","0.0967395810308162"
"83","0.09604179553395834","0.09604179553395834","0.09604179553395834"
"84","0.09547159172749768","0.09547159172749768","0.09547159172749768"
"85","0.09527099763098008","0.09527099763098008","0.09527099763098008"
"86","0.09581030142320276","0.09581030142320276","0.09581030142320276"
"87","0.09713463262044664","0.09713463262044664","0.09713463262044664"
"88","0.09782702898585492","0.09782702898585492","0.09782702898585492"
"89","0.09777033947973271","0.09777033947973271","0.09777033947973271"
"90","0.09732573743806117","0.09732573743806117","0.09732573743806117"
"91","0.09807258106993286","0.09807258106993286","0.09807258106993286"
"92","0.09919236033000862","0.09919236033000862","0.09919236033000862"
"93","0.09934007119567644","0.09934007119567644","0.09934007119567644"
"94","0.09865706346116643","0.09865706346116643","0.09865706346116643"
"95","0.09842722795805649","0.09842722795805649","0.09842722795805649"
"96","0.09754667765325091","0.09754667765325091","0.09754667765325091"
"97","0.09769722458800857","0.09769722458800857","0.09769722458800857"
"98","0.09751953040629778","0.09751953040629778","0.09751953040629778"
"99","0.09687366713346406","0.09687366713346406","0.09687366713346406"
"100","0.0971753827529028","0.0971753827529028","0.0971753827529028"
"101","0.0966493110449081","0.0966493110449081","0.0966493110449081"
"102","0.09627110029424668","0.09627110029424668","0.09627110029424668"
"103","0.09685756628247864","0.09685756628247864","0.09685756628247864"
"104","0.09749669367178845","0.09749669367178845","0.09749669367178845"
"105","0.09751385294699243","0.09751385294699243","0.09751385294699243"
"106","0.09985216791776694","0.09985216791776694","0.09985216791776694"
"107","0.10041460450999787","0.10041460450999787","0.10041460450999787"
"108","0.1003537649952772","0.1003537649952772","0.1003537649952772"
"109","0.10006696703937759","0.10006696703937759","0.10006696703937759"
"110","0.10009485747749833","0.10009485747749833","0.10009485747749833"
"111","0.09929969027923706","0.09929969027923706","0.09929969027923706"
"112","0.09940795713919215","0.09940795713919215","0.09940795713919215"
"113","0.10070176785646946","0.10070176785646946","0.10070176785646946"
"114","0.10206769701305843","0.10206769701305843","0.10206769701305843"
"115","0.10206453288783846","0.10206453288783846","0.10206453288783846"
"116","0.10171966968056072","0.10171966968056072","0.10171966968056072"
"117","0.10132108476315425","0.10132108476315425","0.10132108476315425"
"118","0.10102579768320893","0.10102579768320893","0.10102579768320893"
"119","0.10144892548203092","0.10144892548203092","0.10144892548203092"
"120","0.10295852907390023","0.10295852907390023","0.10295852907390023"
"121","0.10317266123246185","0.10317266123246185","0.10317266123246185"
"122","0.10286172394274322","0.10286172394274322","0.10286172394274322"
"123","0.10242588909312599","0.10242588909312599","0.10242588909312599"
"124","0.10332711023323599","0.10332711023323599","0.10332711023323599"
"125","0.10294675344601273","0.10294675344601273","0.10294675344601273"
"126","0.10240993859054195","0.10240993859054195","0.10240993859054195"
"127","0.10195989517025708","0.10195989517025708","0.10195989517025708"
"128","0.10147887823768542","0.10147887823768542","0.10147887823768542"
"129","0.1014258812484873","0.1014258812484873","0.1014258812484873"
"130","0.10132425559612994","0.10132425559612994","0.10132425559612994"
"131","0.10072261115308595","0.10072261115308595","0.10072261115308595"
"132","0.10020026054134536","0.10020026054134536","0.10020026054134536"
"133","0.10009000279863638","0.10009000279863638","0.10009000279863638"
"134","0.10029592457116206","0.10029592457116206","0.10029592457116206"
"135","0.1005294461251685","0.1005294461251685","0.1005294461251685"
"136","0.10060387200963519","0.10060387200963519","0.10060387200963519"
"137","0.10100632816566711","0.10100632816566711","0.10100632816566711"
"138","0.10091928471271219","0.10091928471271219","0.10091928471271219"
"139","0.10093774161763865","0.10093774161763865","0.10093774161763865"
"140","0.10124239254011107","0.10124239254011107","0.10124239254011107"
"141","0.10060424147939957","0.10060424147939957","0.10060424147939957"
"142","0.10029661872188075","0.10029661872188075","0.10029661872188075"
"143","0.10026630672294047","0.10026630672294047","0.10026630672294047"
"144","0.1004634233249817","0.1004634233249817","0.1004634233249817"
"145","0.10049163490084224","0.10049163490084224","0.10049163490084224"
"146","0.10019223477806233","0.10019223477806233","0.10019223477806233"
"147","0.10060500697277132","0.10060500697277132","0.10060500697277132"
"148","0.10095626421939782","0.10095626421939782","0.10095626421939782"
"149","0.10079063394188181","0.10079063394188181","0.10079063394188181"
"150","0.10059522454005977","0.10059522454005977","0.10059522454005977"
"151","0.10039294041409497","0.10039294041409497","0.10039294041409497"
